MMSI,Longitude,Latitude,Day
413301860,118.15,38.91,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.062,38.940999999999995,25
413301860,118.06599999999999,38.94299999999999,25
413301860,118.06799999999998,38.94399999999999,25
413301860,118.06799999999998,38.94399999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.062,38.940999999999995,25
413301860,118.06599999999999,38.94299999999999,25
413301860,118.06799999999998,38.94399999999999,25
413301860,118.06799999999998,38.94399999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.062,38.940999999999995,25
413301860,118.06599999999999,38.94299999999999,25
413301860,118.06799999999998,38.94399999999999,25
413301860,118.06799999999998,38.94399999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.06,38.94,25
413301860,118.062,38.940999999999995,25
413301860,118.06599999999999,38.94299999999999,25
413301860,118.06799999999998,38.94399999999999,25
413301860,118.06799999999998,38.94399999999999,25
413301860,118.064,38.94199999999999,25
413301860,118.064,38.94199999999999,25
