MMSI,Longitude,Latitude,Speed,Heading,Day,time_to_seconds,delta_time,delta_speed,delta_heading
205517000,117.758,38.973,0.1,292,6,3486,6630,0.0,292
205517000,117.758,38.973,0.1,292,6,3516,6690,0.0,292
205517000,117.758,38.973,0.1,292,6,3546,6750,0.0,292
205517000,117.758,38.973,0.1,292,6,3576,6810,0.0,292
205517000,117.758,38.973,0.1,292,6,3606,6870,0.0,292
205517000,117.758,38.973,0.1,292,6,3636,6930,0.0,292
205517000,117.758,38.973,0.1,292,6,3666,6990,0.0,292
205517000,117.758,38.973,0.1,292,6,3696,7050,0.0,292
205517000,117.758,38.973,0.1,292,6,3726,7110,0.0,292
205517000,117.758,38.973,0.1,292,6,3756,7170,0.0,292
205517000,117.758,38.973,0.1,292,6,3786,7230,0.0,292
205517000,117.758,38.973,0.1,292,6,3816,7290,0.0,292
205517000,117.758,38.973,0.1,292,6,3846,7350,0.0,292
205517000,117.758,38.973,0.1,292,6,3876,7410,0.0,292
205517000,117.758,38.973,0.1,292,6,3906,7470,0.0,292
205517000,117.758,38.973,0.1,292,6,3936,7530,0.0,292
205517000,117.758,38.973,0.1,292,6,3966,7590,0.0,292
205517000,117.758,38.973,0.1,292,6,3996,7650,0.0,292
205517000,117.758,38.973,0.1,292,6,4026,7710,0.0,292
205517000,117.758,38.973,0.1,292,6,4056,7770,0.0,292
205517000,117.758,38.973,0.1,292,6,4086,7830,0.0,292
205517000,117.758,38.973,0.1,292,6,4116,7890,0.0,292
205517000,117.758,38.973,0.1,292,6,4146,7950,0.0,292
205517000,117.758,38.973,0.1,292,6,4176,8010,0.0,292
205517000,117.758,38.973,0.1,292,6,4206,8070,0.0,292
205517000,117.758,38.973,0.1,292,6,4236,8130,0.0,292
205517000,117.758,38.973,0.1,292,6,4266,8190,0.0,292
205517000,117.758,38.973,0.1,292,6,4296,8250,0.0,292
205517000,117.758,38.973,0.1,292,6,4326,8310,0.0,292
205517000,117.758,38.973,0.1,292,6,4356,8370,0.0,292
205517000,117.758,38.973,0.1,292,6,4386,8430,0.0,292
205517000,117.758,38.973,0.1,292,6,4416,8490,0.0,292
205517000,117.758,38.973,0.1,292,6,4446,8550,0.0,292
205517000,117.758,38.973,0.1,292,6,4476,8610,0.0,292
205517000,117.758,38.973,0.1,292,6,4506,8670,0.0,292
205517000,117.758,38.973,0.1,292,6,4536,8730,0.0,292
205517000,117.758,38.973,0.1,292,6,4566,8790,0.0,292
205517000,117.758,38.973,0.1,292,6,4596,8850,0.0,292
205517000,117.758,38.973,0.1,292,6,4626,8910,0.0,292
205517000,117.758,38.973,0.1,292,6,4656,8970,0.0,292
205517000,117.758,38.973,0.1,292,6,4686,9030,0.0,292
205517000,117.758,38.973,0.1,292,6,4716,9090,0.0,292
205517000,117.758,38.973,0.1,292,6,4746,9150,0.0,292
205517000,117.758,38.973,0.1,292,6,4776,9210,0.0,292
205517000,117.758,38.973,0.1,292,6,4806,9270,0.0,292
205517000,117.758,38.973,0.1,292,6,4836,9330,0.0,292
205517000,117.758,38.973,0.1,292,6,4866,9390,0.0,292
205517000,117.758,38.973,0.1,292,6,4896,9450,0.0,292
205517000,117.758,38.973,0.1,292,6,4926,9510,0.0,292
205517000,117.758,38.973,0.1,292,6,4956,9570,0.0,292
205517000,117.758,38.973,0.1,292,6,4986,9630,0.0,292
205517000,117.758,38.973,0.1,292,6,5016,9690,0.0,292
205517000,117.758,38.973,0.1,292,6,5046,9750,0.0,292
205517000,117.758,38.973,0.1,292,6,5076,9810,0.0,292
205517000,117.758,38.973,0.1,292,6,5106,9870,0.0,292
205517000,117.758,38.973,0.1,292,6,5136,9930,0.0,292
205517000,117.758,38.973,0.1,292,6,5166,9990,0.0,292
205517000,117.758,38.973,0.1,292,6,5196,10050,0.0,292
205517000,117.758,38.973,0.1,292,6,5226,10110,0.0,292
205517000,117.758,38.973,0.1,292,6,5256,10170,0.0,292
205517000,117.758,38.973,0.1,292,6,5286,10230,0.0,292
205517000,117.758,38.973,0.1,292,6,5316,10290,0.0,292
205517000,117.758,38.973,0.1,292,6,5346,10350,0.0,292
205517000,117.758,38.973,0.1,292,6,5376,10410,0.0,292
205517000,117.758,38.973,0.1,292,6,5406,10470,0.0,292
205517000,117.758,38.973,0.1,292,6,5436,10530,0.0,292
205517000,117.758,38.973,0.1,292,6,5466,10590,0.0,292
205517000,117.758,38.973,0.1,292,6,5496,10650,0.0,292
205517000,117.758,38.973,0.1,292,6,5526,10710,0.0,292
205517000,117.758,38.973,0.1,292,6,5556,10770,0.0,292
205517000,117.758,38.973,0.1,292,6,5586,10830,0.0,292
205517000,117.758,38.973,0.1,292,6,5616,10890,0.0,292
205517000,117.758,38.973,0.1,292,6,5646,10950,0.0,292
205517000,117.758,38.973,0.1,292,6,5676,11010,0.0,292
205517000,117.758,38.973,0.1,292,6,5706,11070,0.0,292
205517000,117.758,38.973,0.1,292,6,5736,11130,0.0,292
205517000,117.758,38.973,0.1,292,6,5766,11190,0.0,292
205517000,117.758,38.973,0.1,292,6,5796,11250,0.0,292
205517000,117.758,38.973,0.1,292,6,5826,11310,0.0,292
205517000,117.758,38.973,0.1,292,6,5856,11370,0.0,292
205517000,117.758,38.973,0.1,292,6,5886,11430,0.0,292
205517000,117.758,38.973,0.1,292,6,5916,11490,0.0,292
205517000,117.758,38.973,0.1,292,6,5946,11550,0.0,292
205517000,117.758,38.973,0.1,292,6,5976,11610,0.0,292
205517000,117.758,38.973,0.1,292,6,6006,11670,0.0,292
205517000,117.758,38.973,0.1,292,6,6036,11730,0.0,292
205517000,117.758,38.973,0.1,292,6,6066,11790,0.0,292
205517000,117.758,38.973,0.1,292,6,6096,11850,0.0,292
205517000,117.758,38.973,0.1,292,6,6126,11910,0.0,292
205517000,117.758,38.973,0.1,292,6,6156,11970,0.0,292
205517000,117.758,38.973,0.1,292,6,6186,12030,0.0,292
205517000,117.758,38.973,0.1,292,6,6216,12090,0.0,292
205517000,117.758,38.973,0.1,292,6,6246,12150,0.0,292
205517000,117.758,38.973,0.1,292,6,6276,12210,0.0,292
205517000,117.758,38.973,0.1,292,6,6306,12270,0.0,292
205517000,117.758,38.973,0.1,292,6,6336,12330,0.0,292
205517000,117.758,38.973,0.1,292,6,6366,12390,0.0,292
205517000,117.758,38.973,0.1,292,6,6396,12450,0.0,292
205517000,117.758,38.973,0.1,292,6,6426,12510,0.0,292
205517000,117.758,38.973,0.1,292,6,6456,12570,0.0,292
205517000,117.758,38.973,0.1,292,6,6486,12630,0.0,292
205517000,117.758,38.973,0.1,292,6,6516,12690,0.0,292
205517000,117.758,38.973,0.1,292,6,6546,12750,0.0,292
205517000,117.758,38.973,0.1,292,6,6576,12810,0.0,292
205517000,117.758,38.973,0.1,292,6,6606,12870,0.0,292
205517000,117.758,38.973,0.1,292,6,6636,12930,0.0,292
205517000,117.758,38.973,0.1,292,6,6666,12990,0.0,292
205517000,117.758,38.973,0.1,292,6,6696,13050,0.0,292
205517000,117.758,38.973,0.1,292,6,6726,13110,0.0,292
205517000,117.758,38.973,0.1,292,6,6756,13170,0.0,292
205517000,117.758,38.973,0.1,292,6,6786,13230,0.0,292
205517000,117.758,38.973,0.1,292,6,6816,13290,0.0,292
205517000,117.758,38.973,0.1,292,6,6846,13350,0.0,292
205517000,117.758,38.973,0.1,292,6,6876,13410,0.0,292
205517000,117.758,38.973,0.1,292,6,6906,13470,0.0,292
205517000,117.758,38.973,0.1,292,6,6936,13530,0.0,292
205517000,117.758,38.973,0.1,292,6,6966,13590,0.0,292
205517000,117.758,38.973,0.1,292,6,6996,13650,0.0,292
205517000,117.758,38.973,0.1,292,6,7026,13710,0.0,292
205517000,117.758,38.973,0.1,292,6,7056,13770,0.0,292
205517000,117.758,38.973,0.1,292,6,7086,13830,0.0,292
205517000,117.758,38.973,0.1,292,6,7116,13890,0.0,292
205517000,117.758,38.973,0.1,292,6,7146,13950,0.0,292
205517000,117.758,38.973,0.1,292,6,7176,14010,0.0,292
205517000,117.758,38.973,0.1,292,6,7206,14070,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14130,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14190,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14250,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14310,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14370,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14430,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7386,14460,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7356,14400,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7326,14340,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7296,14280,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7266,14220,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
205517000,117.758,38.973,0.1,292,6,7236,14160,0.0,292
