Record_Datetime,MMSI,Longitude,Latitude,Heading,Speed
2016-09-06 14:10:52,355427000,118.105,38.876,291,3.8
2016-09-07 02:19:44,355427000,118.08200000000001,38.881,314,0.2
2016-09-07 21:25:11,355427000,118.061,38.924,311,9.5
2016-09-07 22:37:01,355427000,117.801,38.969,280,7.8
2016-09-09 23:47:59,355427000,117.75399999999999,38.983000000000004,3,0.2
2016-09-09 23:48:40,355427000,117.75399999999999,38.983000000000004,8,0.9
2016-09-09 23:48:59,355427000,117.75399999999999,38.983000000000004,12,1.2
2016-09-09 23:49:40,355427000,117.75399999999999,38.983000000000004,18,1.6
2016-09-09 23:49:43,355427000,117.75399999999999,38.983000000000004,18,1.5
2016-09-09 23:49:59,355427000,117.75299999999999,38.983000000000004,21,1.7
2016-09-09 23:50:19,355427000,117.75299999999999,38.982,24,1.8
2016-09-09 23:50:40,355427000,117.75299999999999,38.982,27,1.9
2016-09-09 23:50:41,355427000,117.75299999999999,38.982,27,1.8
2016-09-09 23:51:00,355427000,117.75299999999999,38.982,30,2.1
2016-09-09 23:51:19,355427000,117.75299999999999,38.982,35,2.2
2016-09-09 23:51:40,355427000,117.75200000000001,38.982,40,2.3
2016-09-09 23:51:41,355427000,117.75200000000001,38.982,40,2.2
2016-09-09 23:52:00,355427000,117.75200000000001,38.982,46,2.1
2016-09-09 23:52:20,355427000,117.75200000000001,38.982,54,2.1
2016-09-09 23:52:40,355427000,117.75200000000001,38.982,64,1.9
2016-09-09 23:52:42,355427000,117.75200000000001,38.982,64,1.8
2016-09-09 23:52:47,355427000,117.751,38.982,67,1.8
2016-09-09 23:52:53,355427000,117.751,38.982,72,1.8
2016-09-09 23:53:00,355427000,117.751,38.982,76,1.7
2016-09-09 23:53:06,355427000,117.751,38.982,81,1.7
2016-09-09 23:53:13,355427000,117.751,38.982,86,1.5
2016-09-09 23:53:20,355427000,117.751,38.982,91,1.5
2016-09-09 23:53:26,355427000,117.751,38.982,96,1.3
2016-09-09 23:53:32,355427000,117.751,38.983000000000004,101,1.3
2016-09-09 23:53:40,355427000,117.751,38.983000000000004,107,1.2
2016-09-09 23:53:42,355427000,117.751,38.983000000000004,107,1.1
2016-09-09 23:53:47,355427000,117.751,38.983000000000004,113,1.2
2016-09-09 23:53:53,355427000,117.751,38.983000000000004,118,1.2
2016-09-09 23:54:00,355427000,117.751,38.983000000000004,124,1.2
2016-09-09 23:54:06,355427000,117.751,38.983000000000004,129,1.1
2016-09-09 23:54:13,355427000,117.751,38.983000000000004,134,1.1
2016-09-09 23:54:20,355427000,117.751,38.983000000000004,140,1.0
2016-09-09 23:54:26,355427000,117.751,38.983000000000004,144,1.0
2016-09-09 23:54:32,355427000,117.751,38.983000000000004,148,1.0
2016-09-09 23:54:40,355427000,117.751,38.983000000000004,154,0.9
2016-09-09 23:54:42,355427000,117.751,38.983000000000004,154,0.9
2016-09-09 23:54:47,355427000,117.751,38.983000000000004,158,0.9
2016-09-09 23:54:54,355427000,117.75200000000001,38.983000000000004,161,0.9
2016-09-09 23:55:00,355427000,117.75200000000001,38.983000000000004,165,0.8
2016-09-09 23:55:07,355427000,117.75200000000001,38.983000000000004,168,0.8
2016-09-09 23:55:13,355427000,117.75200000000001,38.983000000000004,170,0.8
2016-09-09 23:55:20,355427000,117.75200000000001,38.983000000000004,173,0.9
2016-09-09 23:55:33,355427000,117.75200000000001,38.983000000000004,175,1.0
2016-09-09 23:55:40,355427000,117.75200000000001,38.983000000000004,176,1.1
2016-09-09 23:55:42,355427000,117.75200000000001,38.983000000000004,176,1.1
2016-09-09 23:56:00,355427000,117.75200000000001,38.982,178,1.4
2016-09-09 23:56:20,355427000,117.751,38.982,177,1.7
2016-09-09 23:56:40,355427000,117.751,38.982,175,1.8
2016-09-09 23:56:43,355427000,117.751,38.982,175,1.8
2016-09-09 23:57:00,355427000,117.751,38.982,171,2.1
2016-09-09 23:57:20,355427000,117.751,38.982,166,2.2
2016-09-09 23:57:40,355427000,117.751,38.982,160,2.2
2016-09-09 23:57:43,355427000,117.751,38.982,160,2.2
2016-09-09 23:58:00,355427000,117.751,38.981,156,2.2
2016-09-09 23:58:20,355427000,117.751,38.981,153,2.2
2016-09-09 23:58:40,355427000,117.751,38.981,150,2.2
2016-09-09 23:58:43,355427000,117.751,38.981,150,2.2
2016-09-09 23:59:00,355427000,117.751,38.981,148,2.2
2016-09-09 23:59:20,355427000,117.751,38.981,146,2.5
2016-09-09 23:59:40,355427000,117.751,38.98,144,2.7
2016-09-09 23:59:42,355427000,117.751,38.98,144,2.7
2016-09-10 00:00:00,355427000,117.751,38.98,142,3.0
2016-09-10 00:00:20,355427000,117.751,38.98,138,3.3
2016-09-10 00:00:40,355427000,117.75200000000001,38.979,134,3.5
2016-09-10 00:00:42,355427000,117.75200000000001,38.979,134,3.5
2016-09-10 00:01:20,355427000,117.75200000000001,38.979,125,3.9
2016-09-10 00:01:40,355427000,117.75200000000001,38.979,120,4.3
2016-09-10 00:01:44,355427000,117.75200000000001,38.979,120,4.2
2016-09-10 00:02:00,355427000,117.75299999999999,38.978,115,4.5
2016-09-10 00:02:20,355427000,117.75299999999999,38.978,112,4.8
2016-09-10 00:02:40,355427000,117.75399999999999,38.978,112,5.1
2016-09-10 00:02:44,355427000,117.75399999999999,38.978,112,5.1
2016-09-10 00:03:00,355427000,117.75399999999999,38.978,112,5.4
2016-09-10 00:03:20,355427000,117.755,38.977,112,5.8
2016-09-10 00:03:40,355427000,117.755,38.977,112,6.2
2016-09-10 00:04:00,355427000,117.756,38.977,112,6.8
2016-09-10 00:04:40,355427000,117.758,38.976,112,7.8
2016-09-10 00:05:00,355427000,117.759,38.976,112,8.3
2016-09-10 00:05:20,355427000,117.76,38.976,111,8.7
2016-09-10 00:06:00,355427000,117.762,38.975,106,9.2
2016-09-10 00:06:03,355427000,117.762,38.975,106,9.2
2016-09-10 00:06:19,355427000,117.76299999999999,38.975,105,9.3
2016-09-10 00:07:00,355427000,117.765,38.974000000000004,104,9.7
2016-09-10 00:07:02,355427000,117.765,38.974000000000004,104,9.6
2016-09-10 00:07:19,355427000,117.766,38.974000000000004,105,9.7
2016-09-10 00:08:00,355427000,117.76799999999999,38.973,104,9.7
2016-09-10 00:08:02,355427000,117.76799999999999,38.973,104,9.6
2016-09-10 00:08:19,355427000,117.76899999999999,38.973,103,9.6
2016-09-10 00:09:00,355427000,117.772,38.973,103,9.6
2016-09-10 00:09:01,355427000,117.772,38.973,103,9.6
2016-09-10 00:09:19,355427000,117.773,38.973,103,9.6
2016-09-10 00:09:59,355427000,117.775,38.972,103,9.6
2016-09-10 00:10:19,355427000,117.77600000000001,38.972,103,9.6
2016-09-10 00:10:59,355427000,117.77799999999999,38.971,103,9.6
2016-09-10 00:11:19,355427000,117.779,38.971,103,9.6
2016-09-10 00:12:19,355427000,117.78299999999999,38.971,103,9.7
2016-09-10 00:12:20,355427000,117.78299999999999,38.971,103,9.6
2016-09-10 00:12:59,355427000,117.785,38.97,101,9.7
2016-09-10 00:13:19,355427000,117.786,38.97,102,9.6
2016-09-10 00:13:22,355427000,117.786,38.97,102,9.6
2016-09-10 00:13:59,355427000,117.788,38.97,101,9.6
