Record_Datetime,MMSI,Longitude,Latitude,Heading,Speed
2016-09-09 09:16:39,636092072,118.171,38.889,309,9.6
2016-09-09 09:17:35,636092072,118.16799999999999,38.891,308,9.6
2016-09-09 09:20:29,636092072,118.16,38.895,309,9.8
2016-09-09 09:20:41,636092072,118.15899999999999,38.896,309,9.8
2016-09-09 09:20:52,636092072,118.15899999999999,38.896,309,9.8
2016-09-09 09:23:03,636092072,118.15299999999999,38.899,308,9.8
2016-09-09 09:23:36,636092072,118.15100000000001,38.900999999999996,309,9.8
2016-09-09 09:23:58,636092072,118.15,38.900999999999996,309,9.8
2016-09-09 09:24:09,636092072,118.15,38.900999999999996,309,9.8
2016-09-09 09:24:41,636092072,118.148,38.902,309,9.8
2016-09-09 09:26:45,636092072,118.14299999999999,38.905,309,9.9
2016-09-09 09:33:29,636092072,118.12299999999999,38.917,300,9.6
2016-09-09 09:34:45,636092072,118.119,38.918,298,9.6
2016-09-09 09:37:18,636092072,118.11200000000001,38.921,288,9.4
2016-09-09 09:39:19,636092072,118.105,38.923,286,9.2
2016-09-09 09:40:04,636092072,118.103,38.923,286,9.2
2016-09-09 09:43:31,636092072,118.09200000000001,38.925,280,9.2
2016-09-09 09:43:55,636092072,118.09100000000001,38.925,280,9.2
2016-09-09 09:48:16,636092072,118.07600000000001,38.927,280,9.6
2016-09-09 09:52:16,636092072,118.06200000000001,38.929,281,9.9
2016-09-09 09:53:22,636092072,118.05799999999999,38.93,280,9.9
2016-09-09 09:57:23,636092072,118.044,38.931999999999995,282,9.8
2016-09-09 09:58:06,636092072,118.042,38.931999999999995,281,9.8
2016-09-09 10:01:33,636092072,118.03,38.934,283,9.8
2016-09-09 10:01:35,636092072,118.03,38.934,283,9.8
2016-09-09 10:01:58,636092072,118.02799999999999,38.934,283,9.8
2016-09-09 10:02:18,636092072,118.027,38.934,283,9.8
2016-09-09 10:02:43,636092072,118.02600000000001,38.935,283,9.8
2016-09-09 10:05:28,636092072,118.016,38.936,283,9.8
2016-09-09 10:05:46,636092072,118.016,38.936,283,9.8
2016-09-09 10:06:00,636092072,118.015,38.937,283,9.8
2016-09-09 10:07:04,636092072,118.01100000000001,38.937,283,9.6
2016-09-09 10:07:59,636092072,118.008,38.938,283,9.8
2016-09-09 10:08:32,636092072,118.006,38.938,283,9.8
2016-09-09 10:14:01,636092072,117.988,38.941,283,9.8
2016-09-09 10:14:33,636092072,117.985,38.942,283,9.8
2016-09-09 10:22:14,636092072,117.959,38.945,281,9.8
2016-09-09 10:22:58,636092072,117.95700000000001,38.946,281,9.8
2016-09-09 10:25:42,636092072,117.947,38.946999999999996,281,9.8
2016-09-09 10:26:43,636092072,117.944,38.948,281,9.7
2016-09-09 10:28:02,636092072,117.939,38.948,283,9.4
2016-09-09 10:28:17,636092072,117.939,38.948,282,9.4
2016-09-09 10:28:24,636092072,117.93799999999999,38.948,281,9.4
2016-09-09 10:29:22,636092072,117.935,38.949,280,9.2
2016-09-09 10:29:55,636092072,117.93299999999999,38.949,280,9.0
2016-09-09 10:34:40,636092072,117.919,38.951,280,7.6
2016-09-09 10:35:03,636092072,117.91799999999999,38.951,280,7.6
2016-09-09 10:35:07,636092072,117.91799999999999,38.951,280,7.6
2016-09-09 10:35:44,636092072,117.916,38.951,280,7.4
2016-09-09 10:36:03,636092072,117.916,38.951,280,7.3
2016-09-09 10:36:24,636092072,117.915,38.952,281,7.3
2016-09-09 10:36:44,636092072,117.914,38.952,282,7.3
2016-09-09 10:37:23,636092072,117.912,38.952,283,7.2
2016-09-09 10:37:25,636092072,117.912,38.952,283,7.2
2016-09-09 10:37:27,636092072,117.912,38.952,283,7.2
2016-09-09 10:37:44,636092072,117.911,38.952,283,7.1
2016-09-09 10:38:03,636092072,117.91,38.952,283,7.0
2016-09-09 10:38:23,636092072,117.91,38.952,283,6.9
2016-09-09 10:38:26,636092072,117.91,38.952,283,6.9
2016-09-09 10:38:44,636092072,117.90899999999999,38.952,283,6.9
2016-09-09 10:39:03,636092072,117.90799999999999,38.953,283,6.8
2016-09-09 10:39:23,636092072,117.90700000000001,38.953,283,6.7
2016-09-09 10:39:44,636092072,117.90700000000001,38.953,283,6.6
2016-09-09 10:39:47,636092072,117.90700000000001,38.953,283,6.5
2016-09-09 10:40:03,636092072,117.906,38.953,283,6.6
2016-09-09 10:40:23,636092072,117.905,38.953,283,6.5
2016-09-09 10:40:44,636092072,117.904,38.953,283,6.5
2016-09-09 10:40:46,636092072,117.904,38.953,283,6.5
2016-09-09 10:41:03,636092072,117.904,38.953,283,6.4
2016-09-09 10:41:24,636092072,117.90299999999999,38.953,283,6.3
2016-09-09 10:41:44,636092072,117.902,38.954,283,6.3
2016-09-09 10:41:46,636092072,117.902,38.954,283,6.3
2016-09-09 10:42:03,636092072,117.90100000000001,38.954,283,6.2
2016-09-09 10:42:24,636092072,117.90100000000001,38.954,283,6.2
