Record_Datetime,MMSI,Longitude,Latitude,Heading,Speed
2016-09-03 08:08:14,564030000,118.15299999999999,38.915,295,11.9
2016-09-03 08:11:02,564030000,118.141,38.919000000000004,296,11.9
2016-09-03 08:30:32,564030000,118.073,38.936,283,10.1
2016-09-03 08:33:01,564030000,118.059,38.938,282,7.6
2016-09-03 08:33:23,564030000,118.05799999999999,38.938,282,7.4
2016-09-03 08:34:01,564030000,118.056,38.939,282,6.8
2016-09-03 08:47:43,564030000,118.03299999999999,38.942,279,7.4
2016-09-03 08:55:23,564030000,118.015,38.944,275,6.1
2016-09-03 08:55:33,564030000,118.015,38.944,275,6.0
2016-09-03 08:59:01,564030000,118.009,38.945,274,4.2
2016-09-03 08:59:06,564030000,118.009,38.945,274,4.2
2016-09-03 08:59:44,564030000,118.008,38.945,274,3.9
2016-09-03 09:01:22,564030000,118.006,38.945,273,3.4
2016-09-03 09:01:28,564030000,118.006,38.945,273,3.3
2016-09-03 09:03:43,564030000,118.00299999999999,38.945,273,2.8
2016-09-03 09:04:03,564030000,118.00299999999999,38.945,273,2.8
2016-09-03 09:04:22,564030000,118.00299999999999,38.945,272,2.7
2016-09-03 09:04:42,564030000,118.00200000000001,38.945,271,2.6
2016-09-03 09:06:15,564030000,118.001,38.945,269,2.2
2016-09-03 09:08:07,564030000,118.0,38.945,263,1.8
2016-09-03 09:09:45,564030000,117.999,38.945,258,1.8
2016-09-03 09:10:06,564030000,117.99799999999999,38.945,258,2.0
2016-09-03 09:12:40,564030000,117.99600000000001,38.945,290,2.2
2016-09-03 09:16:03,564030000,117.994,38.946,301,1.9
2016-09-03 09:22:22,564030000,117.991,38.948,279,1.2
2016-09-03 09:22:27,564030000,117.991,38.948,279,1.1
2016-09-03 09:23:02,564030000,117.991,38.948,277,1.1
2016-09-03 09:23:04,564030000,117.991,38.948,277,1.1
2016-09-03 09:23:23,564030000,117.991,38.948,276,1.1
2016-09-03 09:23:26,564030000,117.991,38.948,276,1.1
2016-09-03 09:24:03,564030000,117.991,38.948,273,0.9
2016-09-03 09:24:23,564030000,117.991,38.948,273,0.9
2016-09-03 09:26:43,564030000,117.99,38.948,263,0.8
2016-09-03 09:29:43,564030000,117.98700000000001,38.948,269,3.4
2016-09-03 09:30:22,564030000,117.98700000000001,38.948,276,3.1
2016-09-03 09:31:07,564030000,117.986,38.948,286,2.9
2016-09-03 09:32:02,564030000,117.985,38.948,296,2.6
2016-09-03 09:42:25,564030000,117.979,38.951,267,1.1
2016-09-03 09:54:59,564030000,117.976,38.95,236,3.3
2016-09-03 09:58:16,564030000,117.97,38.946999999999996,246,7.8
2016-09-03 09:57:53,564030000,117.971,38.946999999999996,244,7.7
2016-09-03 09:59:44,564030000,117.96600000000001,38.946,277,9.6
2016-09-03 10:00:17,564030000,117.964,38.946,279,9.9
2016-09-03 10:01:02,564030000,117.961,38.946,278,10.5
2016-09-03 10:01:06,564030000,117.961,38.946,278,10.5
2016-09-03 10:01:23,564030000,117.96,38.946999999999996,279,10.7
2016-09-03 10:01:41,564030000,117.959,38.946999999999996,279,10.8
2016-09-03 10:02:02,564030000,117.95700000000001,38.946999999999996,279,10.9
2016-09-03 10:02:06,564030000,117.95700000000001,38.946999999999996,279,10.8
2016-09-03 10:03:23,564030000,117.95299999999999,38.946999999999996,278,11.2
2016-09-03 10:06:18,564030000,117.941,38.949,280,11.2
2016-09-03 10:06:42,564030000,117.939,38.949,280,11.3
2016-09-03 10:07:02,564030000,117.93799999999999,38.95,280,11.3
2016-09-03 10:11:22,564030000,117.92,38.952,280,11.2
2016-09-03 10:11:28,564030000,117.92,38.952,280,11.2
2016-09-03 10:11:36,564030000,117.92,38.952,280,11.2
2016-09-03 10:12:23,564030000,117.916,38.952,282,11.2
2016-09-03 10:14:03,564030000,117.91,38.953,280,11.1
2016-09-03 10:14:06,564030000,117.91,38.953,280,11.0
2016-09-03 10:14:43,564030000,117.90799999999999,38.954,280,11.0
2016-09-03 10:15:42,564030000,117.90299999999999,38.954,281,11.1
2016-09-03 10:15:47,564030000,117.90299999999999,38.954,281,11.0
2016-09-03 10:16:23,564030000,117.90100000000001,38.955,281,11.1
2016-09-03 10:16:44,564030000,117.899,38.955,281,11.1
2016-09-03 10:16:48,564030000,117.899,38.955,281,11.0
2016-09-03 10:17:03,564030000,117.898,38.955,281,11.0
2016-09-03 10:17:24,564030000,117.897,38.955,281,11.0
2016-09-03 10:18:45,564030000,117.89200000000001,38.955999999999996,281,11.0
2016-09-03 10:19:23,564030000,117.889,38.955999999999996,280,11.2
2016-09-03 10:19:29,564030000,117.889,38.955999999999996,280,11.2
2016-09-03 10:20:24,564030000,117.885,38.957,279,11.5
2016-09-03 10:20:44,564030000,117.884,38.957,279,11.6
2016-09-03 10:21:01,564030000,117.883,38.957,279,11.7
2016-09-03 10:21:23,564030000,117.881,38.958,279,11.8
2016-09-03 10:21:26,564030000,117.881,38.958,279,11.7
2016-09-03 10:21:43,564030000,117.88,38.958,280,11.8
2016-09-03 10:22:01,564030000,117.87799999999999,38.958,280,11.8
2016-09-03 10:22:23,564030000,117.87700000000001,38.958,280,11.7
2016-09-03 10:22:43,564030000,117.876,38.958,280,11.7
2016-09-03 10:23:01,564030000,117.874,38.958,281,11.7
2016-09-03 10:23:21,564030000,117.874,38.959,281,11.7
2016-09-03 10:23:40,564030000,117.87200000000001,38.959,281,11.7
2016-09-03 10:23:44,564030000,117.87100000000001,38.959,281,11.6
2016-09-03 10:23:48,564030000,117.87100000000001,38.959,281,11.6
2016-09-03 10:24:02,564030000,117.87,38.959,281,11.7
2016-09-03 10:24:23,564030000,117.869,38.959,281,11.6
2016-09-03 10:24:43,564030000,117.867,38.959,281,11.6
2016-09-03 10:24:45,564030000,117.868,38.959,281,11.6
2016-09-03 10:24:47,564030000,117.867,38.959,281,11.6
2016-09-03 10:25:03,564030000,117.866,38.96,280,11.6
2016-09-03 10:25:21,564030000,117.865,38.96,280,11.6
2016-09-03 10:25:44,564030000,117.863,38.96,280,11.6
2016-09-03 10:25:49,564030000,117.863,38.96,280,11.6
2016-09-03 10:26:03,564030000,117.86200000000001,38.96,280,11.6
2016-09-03 10:26:21,564030000,117.861,38.96,281,11.6
2016-09-03 10:26:42,564030000,117.859,38.96,282,11.5
2016-09-03 10:26:46,564030000,117.86,38.96,282,11.6
2016-09-03 10:27:02,564030000,117.85799999999999,38.961,282,11.6
2016-09-03 10:27:22,564030000,117.85700000000001,38.961,281,11.6
2016-09-03 10:27:43,564030000,117.855,38.961,281,11.6
2016-09-03 10:28:03,564030000,117.854,38.961,283,11.6
2016-09-03 10:28:08,564030000,117.854,38.961,283,11.6
2016-09-03 10:28:23,564030000,117.853,38.961999999999996,283,11.6
2016-09-03 10:28:42,564030000,117.851,38.961999999999996,284,11.7
2016-09-03 10:29:03,564030000,117.85,38.961999999999996,284,11.6
2016-09-03 10:29:07,564030000,117.85,38.961999999999996,284,11.6
2016-09-03 10:29:22,564030000,117.84899999999999,38.961999999999996,284,11.6
2016-09-03 10:29:42,564030000,117.84700000000001,38.963,283,11.6
2016-09-03 10:30:02,564030000,117.846,38.963,283,11.5
2016-09-03 10:30:22,564030000,117.845,38.963,283,11.5
2016-09-03 10:30:25,564030000,117.845,38.963,283,11.6
2016-09-03 10:30:35,564030000,117.844,38.963,283,11.4
2016-09-03 10:30:42,564030000,117.84299999999999,38.963,282,11.5
2016-09-03 10:31:03,564030000,117.84200000000001,38.964,281,11.5
2016-09-03 10:31:19,564030000,117.84100000000001,38.964,281,11.4
2016-09-03 10:31:23,564030000,117.84100000000001,38.964,281,11.5
2016-09-03 10:31:42,564030000,117.84,38.964,281,11.4
2016-09-03 10:31:41,564030000,117.839,38.964,281,11.5
2016-09-03 10:32:02,564030000,117.838,38.964,281,11.3
2016-09-03 10:32:06,564030000,117.838,38.964,281,11.2
2016-09-03 10:32:22,564030000,117.837,38.964,281,11.1
2016-09-03 10:32:41,564030000,117.835,38.965,282,10.9
2016-09-03 10:33:03,564030000,117.834,38.965,282,10.8
2016-09-03 10:33:23,564030000,117.833,38.965,281,10.7
2016-09-03 10:33:28,564030000,117.833,38.965,281,10.7
2016-09-03 10:33:42,564030000,117.83200000000001,38.965,281,10.6
2016-09-03 10:34:02,564030000,117.83,38.965,281,10.5
2016-09-03 10:34:23,564030000,117.829,38.966,281,10.3
2016-09-03 10:34:28,564030000,117.829,38.966,281,10.3
2016-09-03 10:34:42,564030000,117.82799999999999,38.966,281,10.3
2016-09-03 10:35:02,564030000,117.82700000000001,38.966,281,10.3
2016-09-03 10:35:21,564030000,117.82600000000001,38.966,281,10.3
2016-09-03 10:35:24,564030000,117.82600000000001,38.966,281,10.2
2016-09-03 10:35:27,564030000,117.82600000000001,38.966,281,10.1
2016-09-03 10:35:42,564030000,117.824,38.966,281,10.2
2016-09-03 10:35:54,564030000,117.824,38.966,282,10.1
2016-09-03 10:36:01,564030000,117.823,38.966,282,10.2
2016-09-03 10:36:23,564030000,117.822,38.967,281,10.2
2016-09-03 10:36:29,564030000,117.822,38.967,281,10.1
2016-09-03 10:36:41,564030000,117.821,38.967,282,10.2
2016-09-03 10:36:59,564030000,117.82,38.967,284,10.1
2016-09-03 10:37:03,564030000,117.82,38.967,285,10.1
2016-09-03 10:37:23,564030000,117.818,38.967,285,10.1
2016-09-03 10:37:42,564030000,117.81700000000001,38.967,285,9.9
2016-09-03 10:38:02,564030000,117.816,38.968,285,9.8
2016-09-03 10:38:23,564030000,117.815,38.968,289,9.8
2016-09-03 10:39:23,564030000,117.81200000000001,38.969,299,9.4
2016-09-03 10:39:27,564030000,117.81200000000001,38.969,299,9.4
2016-09-03 10:39:42,564030000,117.811,38.969,300,9.3
2016-09-03 10:39:47,564030000,117.811,38.969,299,9.2
2016-09-03 10:40:03,564030000,117.81,38.97,302,9.3
2016-09-03 10:40:12,564030000,117.81,38.969,301,9.2
2016-09-03 10:40:23,564030000,117.809,38.97,304,9.3
2016-09-03 10:40:41,564030000,117.80799999999999,38.971,305,9.2
2016-09-03 10:41:03,564030000,117.807,38.971,306,9.2
2016-09-03 10:41:23,564030000,117.806,38.972,307,9.0
2016-09-03 10:42:24,564030000,117.804,38.973,307,8.2
2016-09-03 10:42:27,564030000,117.804,38.973,307,8.1
2016-09-03 10:42:39,564030000,117.804,38.973,307,8.0
2016-09-03 10:42:43,564030000,117.803,38.974000000000004,308,7.9
2016-09-03 10:43:22,564030000,117.802,38.974000000000004,309,7.2
2016-09-03 10:43:43,564030000,117.801,38.975,310,6.8
2016-09-03 10:43:57,564030000,117.801,38.975,309,6.7
2016-09-03 10:45:03,564030000,117.79899999999999,38.976,310,5.9
2016-09-03 10:45:22,564030000,117.79799999999999,38.977,311,5.7
2016-09-03 10:45:25,564030000,117.79899999999999,38.976,311,5.8
2016-09-03 10:45:43,564030000,117.79799999999999,38.977,310,5.5
2016-09-03 10:46:23,564030000,117.79700000000001,38.978,310,5.1
2016-09-03 10:47:02,564030000,117.796,38.978,313,5.1
2016-09-03 10:48:03,564030000,117.795,38.979,321,5.1
2016-09-03 10:48:22,564030000,117.794,38.979,322,5.0
2016-09-03 10:48:42,564030000,117.794,38.98,322,5.1
2016-09-03 10:49:03,564030000,117.79299999999999,38.98,323,5.2
2016-09-03 10:49:04,564030000,117.794,38.98,322,5.1
2016-09-03 10:49:14,564030000,117.79299999999999,38.98,324,5.1
2016-09-03 10:49:21,564030000,117.79299999999999,38.98,325,5.2
2016-09-03 10:49:41,564030000,117.79299999999999,38.981,326,5.2
2016-09-03 10:50:04,564030000,117.792,38.981,326,5.3
2016-09-03 10:50:23,564030000,117.792,38.982,327,5.3
2016-09-03 10:50:43,564030000,117.792,38.982,329,5.2
2016-09-03 10:51:03,564030000,117.791,38.982,331,5.0
2016-09-03 10:51:22,564030000,117.791,38.983000000000004,333,4.8
2016-09-03 10:52:02,564030000,117.79,38.984,336,4.5
2016-09-03 10:52:06,564030000,117.79,38.984,336,4.5
2016-09-03 10:52:20,564030000,117.79,38.984,337,4.5
2016-09-03 10:52:23,564030000,117.79,38.984,338,4.4
2016-09-03 10:53:03,564030000,117.79,38.985,343,4.0
2016-09-03 10:53:07,564030000,117.79,38.985,343,4.0
2016-09-03 10:53:22,564030000,117.79,38.985,345,3.8
2016-09-03 10:54:02,564030000,117.789,38.986,346,3.5
2016-09-03 10:54:09,564030000,117.789,38.986,346,3.5
2016-09-03 10:54:23,564030000,117.789,38.986,347,3.4
2016-09-03 10:54:42,564030000,117.789,38.986,347,3.3
2016-09-03 10:55:04,564030000,117.789,38.986,347,3.3
2016-09-03 10:55:23,564030000,117.789,38.986999999999995,349,3.2
2016-09-03 10:55:42,564030000,117.789,38.986999999999995,350,3.1
2016-09-03 10:56:01,564030000,117.789,38.986999999999995,352,2.9
2016-09-03 10:56:43,564030000,117.789,38.988,355,2.8
2016-09-03 10:56:46,564030000,117.789,38.988,355,2.7
2016-09-03 10:57:24,564030000,117.789,38.988,359,2.7
2016-09-03 10:57:39,564030000,117.789,38.988,359,2.7
2016-09-03 10:57:43,564030000,117.789,38.989000000000004,0,2.6
2016-09-03 10:57:46,564030000,117.789,38.989000000000004,0,2.6
2016-09-03 10:58:02,564030000,117.789,38.989000000000004,0,2.5
