Record_Datetime,MMSI,Longitude,Latitude,Heading,Speed
2016-09-01 14:11:14,413351030,118.15799999999999,38.907,317,9.9
2016-09-01 14:50:04,413351030,118.04,38.939,299,9.7
2016-09-01 15:06:35,413351030,117.991,38.946999999999996,306,4.6
2016-09-01 15:31:41,413351030,117.963,38.949,285,5.1
2016-09-01 15:36:35,413351030,117.95299999999999,38.949,296,5.6
2016-09-01 15:37:54,413351030,117.95100000000001,38.95,294,5.6
2016-09-01 15:39:14,413351030,117.948,38.95,294,5.6
2016-09-01 15:39:55,413351030,117.946,38.95,295,5.6
2016-09-01 15:41:14,413351030,117.944,38.95,298,5.7
2016-09-01 15:48:55,413351030,117.929,38.953,296,5.6
2016-09-01 15:49:36,413351030,117.927,38.953,296,5.6
2016-09-01 15:50:15,413351030,117.926,38.953,296,5.5
2016-09-01 15:54:34,413351030,117.91799999999999,38.954,297,5.5
2016-09-01 15:54:45,413351030,117.91799999999999,38.954,297,5.4
2016-09-01 15:55:54,413351030,117.915,38.955,296,5.4
2016-09-01 15:56:16,413351030,117.915,38.955,295,5.4
2016-09-01 15:56:54,413351030,117.913,38.955,295,5.5
2016-09-01 15:57:54,413351030,117.911,38.955,298,5.9
2016-09-01 15:58:15,413351030,117.911,38.955,298,6.0
2016-09-01 15:58:54,413351030,117.90899999999999,38.955,298,6.2
2016-09-01 15:59:36,413351030,117.90799999999999,38.955999999999996,299,6.3
2016-09-01 15:59:54,413351030,117.90700000000001,38.955999999999996,299,6.4
2016-09-01 16:00:54,413351030,117.905,38.955999999999996,299,6.4
2016-09-01 16:02:54,413351030,117.9,38.957,297,7.6
2016-09-01 16:03:14,413351030,117.899,38.957,297,7.8
2016-09-01 16:06:35,413351030,117.889,38.958,299,9.2
2016-09-01 16:07:15,413351030,117.88600000000001,38.959,301,9.3
2016-09-01 16:08:15,413351030,117.883,38.959,301,9.4
2016-09-01 16:08:20,413351030,117.883,38.959,301,9.4
2016-09-01 16:08:35,413351030,117.882,38.959,301,9.4
2016-09-01 16:09:15,413351030,117.88,38.96,302,9.4
2016-09-01 16:09:19,413351030,117.88,38.96,302,9.4
2016-09-01 16:09:35,413351030,117.87899999999999,38.96,302,9.3
2016-09-01 16:09:55,413351030,117.87799999999999,38.96,302,9.3
2016-09-01 16:10:15,413351030,117.87700000000001,38.96,302,9.3
2016-09-01 16:10:35,413351030,117.875,38.96,302,9.2
2016-09-01 16:10:55,413351030,117.874,38.96,302,9.2
2016-09-01 16:11:15,413351030,117.87299999999999,38.961,302,9.1
2016-09-01 16:11:20,413351030,117.87299999999999,38.961,302,9.0
2016-09-01 16:11:34,413351030,117.87200000000001,38.961,302,9.1
2016-09-01 16:12:34,413351030,117.869,38.961,302,9.0
2016-09-01 16:12:40,413351030,117.869,38.961,302,9.0
2016-09-01 16:13:15,413351030,117.867,38.961999999999996,302,9.0
2016-09-01 16:13:34,413351030,117.866,38.961999999999996,302,8.9
2016-09-01 16:13:39,413351030,117.866,38.961999999999996,302,8.9
2016-09-01 16:13:55,413351030,117.865,38.961999999999996,302,8.9
2016-09-01 16:14:15,413351030,117.86399999999999,38.961999999999996,303,8.9
2016-09-01 16:15:34,413351030,117.86,38.963,303,8.9
2016-09-01 16:15:40,413351030,117.86,38.963,303,8.9
2016-09-01 16:15:56,413351030,117.859,38.963,301,8.9
2016-09-01 16:16:15,413351030,117.85799999999999,38.963,301,8.9
2016-09-01 16:16:34,413351030,117.85700000000001,38.963,301,8.9
2016-09-01 16:16:39,413351030,117.85700000000001,38.963,301,8.9
2016-09-01 16:16:56,413351030,117.85600000000001,38.964,301,8.9
2016-09-01 16:17:16,413351030,117.855,38.964,300,8.9
2016-09-01 16:17:34,413351030,117.854,38.964,300,8.9
2016-09-01 16:17:41,413351030,117.854,38.964,300,8.9
2016-09-01 16:17:56,413351030,117.853,38.964,300,8.8
2016-09-01 16:18:16,413351030,117.851,38.964,300,8.8
2016-09-01 16:18:34,413351030,117.851,38.964,300,8.8
2016-09-01 16:18:40,413351030,117.851,38.964,300,8.7
2016-09-01 16:18:56,413351030,117.84899999999999,38.964,300,8.8
2016-09-01 16:19:16,413351030,117.848,38.965,300,8.8
2016-09-01 16:19:34,413351030,117.84700000000001,38.965,300,8.8
2016-09-01 16:19:55,413351030,117.846,38.965,300,8.8
2016-09-01 16:20:34,413351030,117.844,38.965,300,8.8
2016-09-01 16:21:16,413351030,117.84200000000001,38.965,300,8.8
2016-09-01 16:22:16,413351030,117.839,38.966,301,8.9
2016-09-01 16:22:34,413351030,117.838,38.966,301,8.9
2016-09-01 16:23:15,413351030,117.836,38.966,301,8.9
2016-09-01 16:23:35,413351030,117.837,38.966,301,8.9
2016-09-01 16:24:15,413351030,117.833,38.967,301,8.9
2016-09-01 16:24:18,413351030,117.833,38.967,301,8.9
2016-09-01 16:24:34,413351030,117.83200000000001,38.967,298,8.9
2016-09-01 16:24:55,413351030,117.831,38.967,296,8.8
2016-09-01 16:25:15,413351030,117.83,38.967,296,8.8
2016-09-01 16:25:19,413351030,117.83,38.967,296,8.7
2016-09-01 16:25:55,413351030,117.82799999999999,38.967,296,8.7
2016-09-01 16:26:15,413351030,117.82700000000001,38.967,296,8.7
2016-09-01 16:26:34,413351030,117.82600000000001,38.967,296,8.7
2016-09-01 16:26:55,413351030,117.825,38.967,296,8.7
2016-09-01 16:27:15,413351030,117.824,38.967,296,8.7
2016-09-01 16:27:20,413351030,117.824,38.967,296,8.7
2016-09-01 16:27:36,413351030,117.822,38.967,296,8.7
2016-09-01 16:28:15,413351030,117.82,38.967,300,8.8
2016-09-01 16:29:55,413351030,117.815,38.968,300,8.8
2016-09-01 16:30:14,413351030,117.814,38.968,300,8.8
2016-09-01 16:30:36,413351030,117.81299999999999,38.968,300,8.8
2016-09-01 16:30:54,413351030,117.81200000000001,38.969,300,8.8
2016-09-01 16:31:14,413351030,117.811,38.969,300,8.8
2016-09-01 16:31:36,413351030,117.81,38.969,300,8.8
2016-09-01 16:31:54,413351030,117.809,38.969,300,8.8
2016-09-01 16:32:14,413351030,117.80799999999999,38.969,300,8.8
2016-09-01 16:32:17,413351030,117.80799999999999,38.969,300,8.7
2016-09-01 16:32:36,413351030,117.807,38.969,300,8.8
2016-09-01 16:32:54,413351030,117.806,38.969,299,8.8
2016-09-01 16:33:14,413351030,117.805,38.969,299,8.8
2016-09-01 16:33:19,413351030,117.805,38.969,299,8.7
2016-09-01 16:33:36,413351030,117.804,38.97,299,8.8
2016-09-01 16:34:20,413351030,117.805,38.969,299,8.7
2016-09-01 16:34:36,413351030,117.801,38.97,299,8.8
2016-09-01 16:34:54,413351030,117.8,38.97,299,8.8
2016-09-01 16:35:14,413351030,117.79899999999999,38.97,299,8.8
2016-09-01 16:35:34,413351030,117.79799999999999,38.97,299,8.8
2016-09-01 16:35:54,413351030,117.79700000000001,38.97,300,8.9
2016-09-01 16:35:58,413351030,117.79700000000001,38.97,300,8.9
2016-09-01 16:36:14,413351030,117.796,38.971,300,8.9
2016-09-01 16:36:34,413351030,117.795,38.971,300,8.8
2016-09-01 16:36:54,413351030,117.794,38.971,299,8.6
2016-09-01 16:37:00,413351030,117.794,38.971,299,8.5
2016-09-01 16:37:34,413351030,117.792,38.971,299,7.9
2016-09-01 16:37:54,413351030,117.791,38.971,300,7.5
2016-09-01 16:37:59,413351030,117.791,38.971,300,7.4
