MMSI,Longitude,Latitude,Day
477314300,117.78299999999999,38.972,18
477314300,117.78299999999999,38.972,18
477314300,117.78399999999999,38.972,18
477314300,117.78399999999999,38.971,18
477314300,117.785,38.971,18
477314300,117.786,38.971,18
477314300,117.786,38.971,18
477314300,117.787,38.971,18
477314300,117.787,38.97,18
477314300,117.788,38.97,18
477314300,117.791,38.97,18
477314300,117.792,38.97,18
477314300,117.792,38.97,18
477314300,117.79299999999999,38.97,18
477314300,117.79299999999999,38.969,18
477314300,117.79299999999999,38.969,18
477314300,117.794,38.969,18
477314300,117.79700000000001,38.969,18
477314300,117.79700000000001,38.969,18
477314300,117.79700000000001,38.969,18
477314300,117.79799999999999,38.969,18
477314300,117.79799999999999,38.968,18
477314300,117.79899999999999,38.968,18
477314300,117.801,38.968,18
477314300,117.801,38.968,18
477314300,117.802,38.968,18
477314300,117.802,38.968,18
477314300,117.803,38.968,18
477314300,117.804,38.968,18
477314300,117.805,38.968,18
477314300,117.806,38.967,18
477314300,117.807,38.967,18
477314300,117.80799999999999,38.967,18
477314300,117.81,38.967,18
477314300,117.81200000000001,38.966,18
477314300,117.814,38.966,18
477314300,117.814,38.966,18
477314300,117.814,38.966,18
477314300,117.816,38.966,18
477314300,117.81700000000001,38.966,18
477314300,117.81700000000001,38.966,18
477314300,117.818,38.965,18
477314300,117.819,38.965,18
477314300,117.821,38.965,18
477314300,117.823,38.965,18
477314300,117.825,38.964,18
477314300,117.82600000000001,38.964,18
477314300,117.82600000000001,38.964,18
477314300,117.82700000000001,38.964,18
477314300,117.82799999999999,38.964,18
477314300,117.83,38.964,18
477314300,117.829,38.964,18
477314300,117.83200000000001,38.963,18
477314300,117.836,38.963,18
477314300,117.836,38.963,18
477314300,117.838,38.963,18
477314300,117.838,38.961999999999996,18
477314300,117.84,38.961999999999996,18
477314300,117.84100000000001,38.961999999999996,18
477314300,117.84200000000001,38.961999999999996,18
477314300,117.84200000000001,38.961999999999996,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.853,38.96,18
477314300,117.86200000000001,38.959,18
477314300,117.86200000000001,38.959,18
477314300,117.86200000000001,38.959,18
477314300,117.867,38.958,18
477314300,117.867,38.958,18
477314300,117.867,38.958,18
477314300,117.867,38.958,18
477314300,117.867,38.958,18
477314300,117.87,38.958,18
477314300,117.87,38.958,18
477314300,117.87100000000001,38.958,18
477314300,117.87100000000001,38.958,18
477314300,117.87100000000001,38.958,18
477314300,117.887,38.955,18
477314300,117.889,38.955,18
477314300,117.899,38.953,18
477314300,117.90799999999999,38.952,18
477314300,117.90799999999999,38.952,18
477314300,117.91,38.952,18
477314300,117.91,38.952,18
477314300,117.91,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.962,38.992,18
477314300,118.012,39.032,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.912,38.952,18
477314300,117.916,38.951,18
477314300,117.917,38.951,18
477314300,117.917,38.951,18
477314300,117.919,38.951,18
477314300,117.919,38.951,18
477314300,117.919,38.951,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.97,38.99,18
477314300,118.02,39.03,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92,38.95,18
477314300,117.92299999999999,38.95,18
477314300,117.926,38.95,18
477314300,117.927,38.949,18
477314300,117.928,38.949,18
477314300,117.928,38.949,18
477314300,117.928,38.949,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
477314300,117.98,38.989,18
477314300,118.03,39.028999999999996,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
477314300,117.93,38.949,18
