MMSI,Longitude,Latitude,Day
413358210,118.165,38.913000000000004,20
413358210,118.162,38.914,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.17799999999998,38.967,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.17799999999998,38.967,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.17799999999998,38.967,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.17799999999998,38.967,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.17799999999998,38.967,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.17799999999998,38.967,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.17799999999998,38.967,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.12799999999999,38.927,20
413358210,118.17799999999998,38.967,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
413358210,118.22799999999998,39.007,20
